,Date/Time,Lat,Lon,Base
67,4/1/2014 6:17:00,40.74,-73.9879,B02512
68,4/1/2014 6:19:00,40.7741,-73.9568,B02512
69,4/1/2014 6:20:00,40.7599,-73.9944,B02512
70,4/1/2014 6:21:00,40.7531,-74.0039,B02512
71,4/1/2014 6:22:00,40.7791,-73.9623,B02512
72,4/1/2014 6:25:00,40.7382,-74.0033,B02512
73,4/1/2014 6:31:00,40.7391,-73.9989,B02512
74,4/1/2014 6:31:00,40.7806,-73.982,B02512
75,4/1/2014 6:32:00,40.7322,-73.9863,B02512
76,4/1/2014 6:33:00,40.7703,-73.96600000000001,B02512
77,4/1/2014 6:34:00,40.7221,-74.0018,B02512
78,4/1/2014 6:35:00,40.7588,-73.9895,B02512
79,4/1/2014 6:36:00,40.7677,-73.9656,B02512
80,4/1/2014 6:37:00,40.7404,-74.0076,B02512
81,4/1/2014 6:38:00,40.7679,-73.9599,B02512
82,4/1/2014 6:39:00,40.7694,-73.9852,B02512
83,4/1/2014 6:40:00,40.7858,-73.9546,B02512
84,4/1/2014 6:40:00,40.7742,-73.9491,B02512
85,4/1/2014 6:42:00,40.7703,-73.95,B02512
86,4/1/2014 6:42:00,40.7614,-73.9997,B02512
87,4/1/2014 6:43:00,40.793,-73.9749,B02512
88,4/1/2014 6:44:00,40.7231,-73.9442,B02512
89,4/1/2014 6:45:00,40.7874,-73.9545,B02512
90,4/1/2014 6:47:00,40.7689,-73.9812,B02512
91,4/1/2014 6:47:00,40.7789,-73.9557,B02512
92,4/1/2014 6:48:00,40.7271,-74.0054,B02512
93,4/1/2014 6:52:00,40.7877,-73.973,B02512
94,4/1/2014 6:52:00,40.7255,-74.0092,B02512
95,4/1/2014 6:54:00,40.7653,-73.9723,B02512
96,4/1/2014 6:56:00,40.7644,-73.9769,B02512
97,4/1/2014 6:57:00,40.7726,-73.9532,B02512
98,4/1/2014 6:59:00,40.7898,-73.9661,B02512
99,4/1/2014 7:00:00,40.7839,-73.9703,B02512
100,4/1/2014 7:00:00,40.7236,-74.0016,B02512
101,4/1/2014 7:00:00,40.699,-73.9951,B02512
102,4/1/2014 7:00:00,40.7581,-73.9219,B02512
103,4/1/2014 7:01:00,40.768,-73.9191,B02512
104,4/1/2014 7:02:00,40.7677,-73.9897,B02512
105,4/1/2014 7:02:00,40.771,-73.866,B02512
106,4/1/2014 7:03:00,40.7808,-73.9487,B02512
107,4/1/2014 7:06:00,40.7147,-74.0362,B02512
108,4/1/2014 7:07:00,40.7732,-73.9504,B02512
109,4/1/2014 7:08:00,40.7335,-74.0043,B02512
110,4/1/2014 7:08:00,40.7754,-73.9782,B02512
111,4/1/2014 7:09:00,40.7752,-73.9455,B02512
112,4/1/2014 7:09:00,40.7243,-74.0021,B02512
113,4/1/2014 7:09:00,40.7786,-73.9512,B02512
114,4/1/2014 7:11:00,40.7877,-73.9788,B02512
115,4/1/2014 7:12:00,40.8674,-73.8822,B02512
116,4/1/2014 7:14:00,40.7678,-73.9704,B02512
117,4/1/2014 7:15:00,40.7749,-73.9587,B02512
118,4/1/2014 7:15:00,40.7209,-73.9813,B02512
119,4/1/2014 7:17:00,40.756,-73.9752,B02512
120,4/1/2014 7:17:00,40.7923,-73.9676,B02512
121,4/1/2014 7:20:00,40.739000000000004,-73.9991,B02512
122,4/1/2014 7:21:00,40.7273,-73.9797,B02512
123,4/1/2014 7:22:00,40.7751,-73.9475,B02512
124,4/1/2014 7:22:00,40.7406,-73.9983,B02512
125,4/1/2014 7:23:00,40.8364,-74.1461,B02512
126,4/1/2014 7:24:00,40.7452,-73.991,B02512
127,4/1/2014 7:25:00,40.7805,-73.9481,B02512
128,4/1/2014 7:25:00,40.7805,-73.9481,B02512
129,4/1/2014 7:26:00,40.7814,-73.9513,B02512
130,4/1/2014 7:26:00,40.7864,-73.9699,B02512
131,4/1/2014 7:27:00,40.783,-73.9559,B02512
132,4/1/2014 7:28:00,40.7582,-73.9928,B02512
133,4/1/2014 7:29:00,40.7216,-74.0046,B02512
134,4/1/2014 7:29:00,40.7298,-73.9988,B02512
135,4/1/2014 7:29:00,40.7746,-73.956,B02512
136,4/1/2014 7:30:00,40.7208,-73.994,B02512
137,4/1/2014 7:32:00,40.7669,-73.9617,B02512
138,4/1/2014 7:32:00,40.7084,-74.0064,B02512
139,4/1/2014 7:35:00,40.7425,-73.9942,B02512
140,4/1/2014 7:35:00,40.7424,-73.9838,B02512
141,4/1/2014 7:35:00,40.7724,-73.955,B02512
142,4/1/2014 7:37:00,40.7787,-73.9559,B02512
143,4/1/2014 7:38:00,40.7752,-73.9637,B02512
144,4/1/2014 7:38:00,40.7754,-73.95,B02512
145,4/1/2014 7:38:00,40.7368,-74.0044,B02512
146,4/1/2014 7:40:00,40.7174,-73.9924,B02512
147,4/1/2014 7:42:00,40.7305,-73.9934,B02512
148,4/1/2014 7:45:00,40.7747,-73.9613,B02512
149,4/1/2014 7:45:00,40.7229,-73.994,B02512
150,4/1/2014 7:46:00,40.7396,-73.98100000000001,B02512
151,4/1/2014 7:46:00,40.725,-73.9994,B02512
152,4/1/2014 7:50:00,40.695,-74.1774,B02512
153,4/1/2014 7:51:00,40.719,-74.0064,B02512
154,4/1/2014 7:51:00,40.8271,-73.9726,B02512
155,4/1/2014 7:53:00,40.7793,-73.9495,B02512
156,4/1/2014 7:54:00,40.7266,-73.9801,B02512
157,4/1/2014 7:55:00,40.6922,-74.1811,B02512
158,4/1/2014 7:56:00,40.7418,-74.0074,B02512
159,4/1/2014 7:56:00,40.7108,-73.9845,B02512
160,4/1/2014 7:57:00,40.7857,-73.9802,B02512
161,4/1/2014 7:59:00,40.7757,-73.9502,B02512
162,4/1/2014 8:01:00,40.7514,-73.9699,B02512
163,4/1/2014 8:02:00,40.7343,-73.9936,B02512
164,4/1/2014 8:05:00,40.734,-74.0094,B02512
165,4/1/2014 8:05:00,40.718,-74.0099,B02512
166,4/1/2014 8:07:00,40.7287,-73.9805,B02512
167,4/1/2014 8:08:00,40.758,-73.9707,B02512
168,4/1/2014 8:08:00,40.692,-74.1813,B02512
169,4/1/2014 8:08:00,40.778,-73.9487,B02512
170,4/1/2014 8:08:00,40.7658,-73.9692,B02512
171,4/1/2014 8:08:00,40.7222,-74.0104,B02512
172,4/1/2014 8:10:00,40.7329,-73.9881,B02512
173,4/1/2014 8:11:00,40.7659,-73.9766,B02512
174,4/1/2014 8:16:00,40.7789,-73.9618,B02512
175,4/1/2014 8:18:00,40.789,-73.9743,B02512
176,4/1/2014 8:19:00,40.7617,-73.9843,B02512
177,4/1/2014 8:19:00,40.7214,-73.9475,B02512
178,4/1/2014 8:20:00,40.7595,-73.9913,B02512
179,4/1/2014 8:21:00,40.7931,-73.9748,B02512
180,4/1/2014 8:21:00,40.7371,-74.0004,B02512
181,4/1/2014 8:22:00,40.7345,-73.99600000000001,B02512
182,4/1/2014 8:24:00,40.7747,-73.9912,B02512
183,4/1/2014 8:24:00,40.8822,-73.9211,B02512
184,4/1/2014 8:25:00,40.762,-73.9787,B02512
185,4/1/2014 8:25:00,40.762,-73.9787,B02512
186,4/1/2014 8:27:00,40.7326,-74.0038,B02512
187,4/1/2014 8:28:00,40.7555,-73.9737,B02512
188,4/1/2014 8:28:00,40.7596,-73.9854,B02512
189,4/1/2014 8:29:00,40.6904,-74.1778,B02512
190,4/1/2014 8:29:00,40.6904,-74.1778,B02512
191,4/1/2014 8:30:00,40.7408,-73.9914,B02512
192,4/1/2014 8:32:00,40.6819,-73.9358,B02512
193,4/1/2014 8:32:00,40.7624,-73.9714,B02512
194,4/1/2014 8:36:00,40.7805,-73.9548,B02512
195,4/1/2014 8:39:00,40.7889,-73.9542,B02512
196,4/1/2014 8:42:00,40.7835,-73.9513,B02512
197,4/1/2014 8:43:00,40.7651,-73.9617,B02512
198,4/1/2014 8:43:00,40.7261,-73.9918,B02512
199,4/1/2014 8:44:00,40.7303,-73.9937,B02512
200,4/1/2014 8:44:00,40.8736,-74.0628,B02512
201,4/1/2014 8:45:00,40.724000000000004,-73.9981,B02512
202,4/1/2014 8:46:00,40.7744,-73.9578,B02512
203,4/1/2014 8:49:00,40.7607,-73.9861,B02512
204,4/1/2014 8:49:00,40.7749,-73.9841,B02512
205,4/1/2014 8:51:00,40.7625,-73.9724,B02512
206,4/1/2014 8:52:00,40.7377,-73.9965,B02512
207,4/1/2014 8:54:00,40.7388,-74.0087,B02512
208,4/1/2014 8:56:00,40.7677,-73.98100000000001,B02512
209,4/1/2014 8:58:00,40.7691,-73.9652,B02512
210,4/1/2014 8:58:00,40.7816,-73.9602,B02512
211,4/1/2014 8:58:00,40.7739,-73.8717,B02512
212,4/1/2014 9:00:00,40.7841,-73.9542,B02512
213,4/1/2014 9:02:00,40.7426,-73.9963,B02512
214,4/1/2014 9:05:00,40.771,-73.8669,B02512
215,4/1/2014 9:06:00,40.775,-73.9888,B02512
216,4/1/2014 9:07:00,40.7356,-74.0029,B02512
217,4/1/2014 9:08:00,40.7666,-73.9784,B02512
218,4/1/2014 9:10:00,40.7118,-73.9499,B02512
219,4/1/2014 9:12:00,40.7097,-74.0153,B02512
220,4/1/2014 9:15:00,40.7438,-74.0061,B02512
221,4/1/2014 9:16:00,40.76,-73.9861,B02512
222,4/1/2014 9:16:00,40.7752,-73.9635,B02512
223,4/1/2014 9:23:00,40.7788,-73.956,B02512
224,4/1/2014 9:24:00,40.8078,-73.9639,B02512
225,4/1/2014 9:24:00,40.7631,-73.9784,B02512
226,4/1/2014 9:25:00,40.7788,-73.95100000000001,B02512
227,4/1/2014 9:25:00,40.7714,-73.9594,B02512
228,4/1/2014 9:28:00,40.7694,-73.983,B02512
229,4/1/2014 9:30:00,40.733000000000004,-73.9901,B02512
230,4/1/2014 9:32:00,40.7412,-73.9878,B02512
231,4/1/2014 9:35:00,40.7526,-73.975,B02512
232,4/1/2014 9:38:00,40.7602,-73.9598,B02512
233,4/1/2014 9:42:00,40.773,-73.9669,B02512
234,4/1/2014 9:46:00,40.7628,-73.9948,B02512
235,4/1/2014 9:46:00,40.7752,-73.9636,B02512
236,4/1/2014 9:48:00,40.7283,-74.0071,B02512
237,4/1/2014 9:49:00,40.7195,-74.0367,B02512
238,4/1/2014 9:49:00,40.7195,-74.0367,B02512
239,4/1/2014 9:52:00,40.7747,-73.9911,B02512
240,4/1/2014 9:52:00,40.7401,-73.992,B02512
241,4/1/2014 9:54:00,40.7686,-73.9698,B02512
242,4/1/2014 9:54:00,40.7336,-73.9982,B02512
243,4/1/2014 9:55:00,40.7795,-73.9837,B02512
244,4/1/2014 9:58:00,40.7148,-74.0162,B02512
245,4/1/2014 9:58:00,40.7438,-73.9759,B02512
246,4/1/2014 9:58:00,40.745,-73.9888,B02512
247,4/1/2014 10:01:00,40.7768,-73.9773,B02512
248,4/1/2014 10:01:00,40.7594,-73.96600000000001,B02512
249,4/1/2014 10:04:00,40.7741,-73.8726,B02512
250,4/1/2014 10:05:00,40.7367,-73.9907,B02512
251,4/1/2014 10:06:00,40.7368,-73.9847,B02512
252,4/1/2014 10:07:00,40.8079,-73.9638,B02512
253,4/1/2014 10:15:00,40.6678,-73.7956,B02512
254,4/1/2014 10:15:00,40.721,-74.0033,B02512
255,4/1/2014 10:15:00,40.7764,-73.9598,B02512
256,4/1/2014 10:18:00,40.7746,-73.9581,B02512
257,4/1/2014 10:18:00,40.7745,-73.9638,B02512
258,4/1/2014 10:22:00,40.7224,-73.9935,B02512
259,4/1/2014 10:22:00,40.7736,-73.9626,B02512
260,4/1/2014 10:23:00,40.7348,-73.9929,B02512
261,4/1/2014 10:27:00,40.7605,-73.9991,B02512
262,4/1/2014 10:27:00,40.6948,-74.1779,B02512
263,4/1/2014 10:29:00,40.7573,-73.9877,B02512
264,4/1/2014 10:32:00,40.6949,-74.1781,B02512
265,4/1/2014 10:32:00,40.6949,-74.1781,B02512
266,4/1/2014 10:32:00,40.7771,-73.9754,B02512
267,4/1/2014 10:33:00,40.7584,-73.98899999999999,B02512
268,4/1/2014 10:33:00,40.755,-73.9878,B02512
269,4/1/2014 10:34:00,40.7226,-74.0004,B02512
270,4/1/2014 10:34:00,40.774,-73.9607,B02512
271,4/1/2014 10:34:00,40.7718,-73.9654,B02512
272,4/1/2014 10:34:00,40.7748,-73.991,B02512
273,4/1/2014 10:36:00,40.775,-73.9595,B02512
274,4/1/2014 10:37:00,40.7636,-73.9636,B02512
275,4/1/2014 10:37:00,40.7743,-73.9847,B02512
276,4/1/2014 10:41:00,40.7688,-73.8627,B02512
277,4/1/2014 10:43:00,40.7254,-74.0071,B02512
278,4/1/2014 10:44:00,40.7534,-73.9748,B02512
279,4/1/2014 10:44:00,40.7773,-73.9595,B02512
280,4/1/2014 10:46:00,40.7233,-74.0062,B02512
281,4/1/2014 10:46:00,40.763000000000005,-73.9781,B02512
282,4/1/2014 10:48:00,40.7822,-73.9599,B02512
283,4/1/2014 10:53:00,40.6916,-73.9677,B02512
284,4/1/2014 10:54:00,40.7577,-73.9694,B02512
285,4/1/2014 10:55:00,40.7668,-73.9789,B02512
286,4/1/2014 10:58:00,40.7741,-73.9629,B02512
287,4/1/2014 10:59:00,40.7271,-74.0058,B02512
288,4/1/2014 10:59:00,40.7072,-74.0049,B02512
289,4/1/2014 11:01:00,40.7412,-73.9964,B02512
290,4/1/2014 11:01:00,40.7883,-74.0456,B02512
291,4/1/2014 11:01:00,40.7883,-74.0456,B02512
292,4/1/2014 11:02:00,40.7568,-73.9721,B02512
293,4/1/2014 11:02:00,40.7624,-73.9728,B02512
294,4/1/2014 11:02:00,40.7457,-73.9916,B02512
295,4/1/2014 11:03:00,40.7863,-73.9774,B02512
296,4/1/2014 11:04:00,40.7593,-73.9721,B02512
297,4/1/2014 11:05:00,40.7398,-73.9912,B02512
298,4/1/2014 11:06:00,40.8275,-74.0468,B02512
299,4/1/2014 11:06:00,40.8275,-74.0468,B02512
300,4/1/2014 11:06:00,40.7686,-73.9658,B02512
301,4/1/2014 11:09:00,40.7566,-73.9765,B02512
302,4/1/2014 11:11:00,40.7103,-73.9846,B02512
303,4/1/2014 11:12:00,40.7414,-73.9902,B02512
304,4/1/2014 11:13:00,40.7439,-73.9899,B02512
305,4/1/2014 11:14:00,40.7619,-73.973,B02512
306,4/1/2014 11:15:00,40.7201,-74.0041,B02512
307,4/1/2014 11:16:00,40.7329,-73.9913,B02512
308,4/1/2014 11:16:00,40.7582,-73.9815,B02512
309,4/1/2014 11:17:00,40.7747,-73.9584,B02512
310,4/1/2014 11:17:00,40.7775,-73.9612,B02512
311,4/1/2014 11:17:00,40.773,-73.9802,B02512
312,4/1/2014 11:18:00,40.7392,-73.9991,B02512
313,4/1/2014 11:20:00,40.7368,-73.9958,B02512
314,4/1/2014 11:21:00,40.8052,-73.9662,B02512
315,4/1/2014 11:22:00,40.7205,-74.0031,B02512
316,4/1/2014 11:22:00,40.7633,-73.9829,B02512
317,4/1/2014 11:24:00,40.6922,-73.9441,B02512
318,4/1/2014 11:25:00,40.7476,-73.9969,B02512
319,4/1/2014 11:28:00,40.7707,-73.9815,B02512
320,4/1/2014 11:33:00,40.7257,-73.9972,B02512
321,4/1/2014 11:33:00,40.7611,-73.9754,B02512
322,4/1/2014 11:34:00,40.7035,-74.0107,B02512
323,4/1/2014 11:34:00,40.7591,-73.99600000000001,B02512
324,4/1/2014 11:35:00,40.7419,-74.0036,B02512
325,4/1/2014 11:37:00,40.755,-73.9746,B02512
326,4/1/2014 11:39:00,40.7472,-73.9863,B02512
327,4/1/2014 11:40:00,40.7548,-73.9847,B02512
328,4/1/2014 11:41:00,40.7797,-73.9762,B02512
329,4/1/2014 11:41:00,40.7323,-74.0076,B02512
330,4/1/2014 11:42:00,40.7741,-73.8726,B02512
331,4/1/2014 11:43:00,40.7074,-74.0172,B02512
332,4/1/2014 11:44:00,40.6334,-73.9954,B02512
333,4/1/2014 11:45:00,40.71,-74.0114,B02512
334,4/1/2014 11:45:00,40.7386,-73.9897,B02512
335,4/1/2014 11:47:00,40.7095,-74.0156,B02512
336,4/1/2014 11:47:00,40.7024,-74.0133,B02512
337,4/1/2014 11:47:00,40.7581,-73.9619,B02512
338,4/1/2014 11:48:00,40.7685,-73.8625,B02512
339,4/1/2014 11:50:00,40.7389,-73.9874,B02512
340,4/1/2014 11:53:00,40.7736,-73.8716,B02512
341,4/1/2014 11:54:00,40.7154,-74.0163,B02512
342,4/1/2014 11:59:00,40.7599,-73.9804,B02512
343,4/1/2014 11:59:00,40.7559,-73.9874,B02512
344,4/1/2014 12:02:00,40.7852,-74.02199999999999,B02512
345,4/1/2014 12:02:00,40.7852,-74.02199999999999,B02512
346,4/1/2014 12:04:00,40.6878,-74.1817,B02512
347,4/1/2014 12:07:00,40.6864,-73.9747,B02512
348,4/1/2014 12:10:00,40.8289,-73.9451,B02512
349,4/1/2014 12:10:00,40.8289,-73.9451,B02512
350,4/1/2014 12:13:00,40.7672,-73.9682,B02512
351,4/1/2014 12:14:00,40.7498,-73.9816,B02512
352,4/1/2014 12:15:00,40.6751,-73.8016,B02512
353,4/1/2014 12:16:00,40.7544,-73.9692,B02512
354,4/1/2014 12:17:00,40.7685,-73.9535,B02512
355,4/1/2014 12:19:00,40.7684,-73.9599,B02512
356,4/1/2014 12:19:00,40.7728,-73.9673,B02512
357,4/1/2014 12:19:00,40.7702,-73.9577,B02512
358,4/1/2014 12:20:00,40.7647,-73.9796,B02512
359,4/1/2014 12:20:00,40.7868,-73.972,B02512
360,4/1/2014 12:20:00,40.7178,-74.0035,B02512
361,4/1/2014 12:24:00,40.7732,-73.8857,B02512
362,4/1/2014 12:26:00,40.7257,-73.9919,B02512
363,4/1/2014 12:26:00,40.695,-74.178,B02512
364,4/1/2014 12:27:00,40.7644,-73.9796,B02512
365,4/1/2014 12:29:00,40.7641,-73.9766,B02512
366,4/1/2014 12:29:00,40.723,-74.0012,B02512
367,4/1/2014 12:29:00,40.7326,-73.9935,B02512
368,4/1/2014 12:30:00,40.7569,-73.9742,B02512
369,4/1/2014 12:31:00,40.7622,-73.9788,B02512
370,4/1/2014 12:31:00,40.7785,-73.9533,B02512
371,4/1/2014 12:32:00,40.7447,-73.9873,B02512
372,4/1/2014 12:32:00,40.7191,-73.9973,B02512
373,4/1/2014 12:33:00,40.7031,-73.9853,B02512
374,4/1/2014 12:42:00,40.9148,-74.2213,B02512
375,4/1/2014 12:44:00,40.7649,-73.9708,B02512
376,4/1/2014 12:44:00,40.7521,-73.9756,B02512
377,4/1/2014 12:47:00,40.7374,-74.0008,B02512
378,4/1/2014 12:50:00,40.7749,-73.9639,B02512
379,4/1/2014 12:50:00,40.7763,-73.9621,B02512
380,4/1/2014 12:51:00,40.749,-74.0029,B02512
381,4/1/2014 12:51:00,40.7276,-74.0349,B02512
382,4/1/2014 12:51:00,40.7276,-74.0349,B02512
383,4/1/2014 12:51:00,40.7631,-73.9842,B02512
384,4/1/2014 12:52:00,40.7601,-73.9669,B02512
385,4/1/2014 12:53:00,40.8791,-73.8811,B02512
386,4/1/2014 12:54:00,40.771,-73.866,B02512
387,4/1/2014 12:57:00,40.7364,-74.0099,B02512
388,4/1/2014 12:57:00,40.7657,-73.9549,B02512
389,4/1/2014 12:57:00,40.75,-73.9757,B02512
390,4/1/2014 12:58:00,40.7397,-73.9857,B02512
391,4/1/2014 12:58:00,40.779,-74.42,B02512
392,4/1/2014 12:59:00,40.7273,-74.0007,B02512
393,4/1/2014 13:01:00,40.7684,-73.8624,B02512
394,4/1/2014 13:01:00,40.7393,-73.9954,B02512
395,4/1/2014 13:01:00,40.7382,-74.0078,B02512
396,4/1/2014 13:03:00,40.7187,-74.0024,B02512
397,4/1/2014 13:07:00,40.7618,-73.9752,B02512
398,4/1/2014 13:07:00,40.7851,-73.9538,B02512
399,4/1/2014 13:07:00,40.7851,-73.9538,B02512
400,4/1/2014 13:08:00,40.742,-73.985,B02512
401,4/1/2014 13:08:00,40.7458,-73.987,B02512
402,4/1/2014 13:09:00,40.7699,-73.9589,B02512
403,4/1/2014 13:09:00,40.76,-73.9839,B02512
404,4/1/2014 13:10:00,40.9155,-74.0761,B02512
405,4/1/2014 13:15:00,40.7516,-73.9739,B02512
406,4/1/2014 13:16:00,40.774,-73.8733,B02512
407,4/1/2014 13:17:00,40.7565,-73.9843,B02512
408,4/1/2014 13:17:00,40.7195,-74.0123,B02512
409,4/1/2014 13:18:00,40.7529,-73.9855,B02512
410,4/1/2014 13:20:00,40.7501,-73.9761,B02512
411,4/1/2014 13:22:00,40.7197,-73.9917,B02512
412,4/1/2014 13:22:00,40.7619,-73.9729,B02512
413,4/1/2014 13:23:00,40.783,-73.95100000000001,B02512
414,4/1/2014 13:24:00,40.7319,-73.9877,B02512
415,4/1/2014 13:26:00,40.7538,-73.9926,B02512
416,4/1/2014 13:26:00,40.7189,-74.0065,B02512
417,4/1/2014 13:27:00,40.7455,-73.988,B02512
418,4/1/2014 13:30:00,40.753,-74.0248,B02512
419,4/1/2014 13:30:00,40.753,-74.0248,B02512
420,4/1/2014 13:33:00,40.7646,-73.9686,B02512
421,4/1/2014 13:34:00,40.7692,-73.9829,B02512
422,4/1/2014 13:34:00,40.7275,-74.0088,B02512
423,4/1/2014 13:35:00,40.7494,-73.9923,B02512
424,4/1/2014 13:35:00,40.6957,-73.9872,B02512
425,4/1/2014 13:39:00,40.695,-74.1784,B02512
426,4/1/2014 13:40:00,40.7739,-73.8728,B02512
427,4/1/2014 13:40:00,40.7757,-73.4202,B02512
428,4/1/2014 13:40:00,40.7651,-73.9531,B02512
429,4/1/2014 13:41:00,40.7663,-73.9251,B02512
430,4/1/2014 13:42:00,40.7177,-73.9966,B02512
431,4/1/2014 13:44:00,40.78,-73.961,B02512
432,4/1/2014 13:45:00,40.7741,-73.8727,B02512
433,4/1/2014 13:47:00,40.7385,-73.9854,B02512
434,4/1/2014 13:49:00,40.7685,-73.8624,B02512
435,4/1/2014 13:49:00,40.6926,-73.9873,B02512
436,4/1/2014 13:51:00,40.7346,-73.9963,B02512
437,4/1/2014 13:51:00,40.775999999999996,-73.9441,B02512
438,4/1/2014 13:53:00,40.7211,-74.0005,B02512
439,4/1/2014 13:55:00,40.7026,-74.0126,B02512
440,4/1/2014 13:56:00,40.768,-73.9523,B02512
441,4/1/2014 13:56:00,40.7485,-74.0061,B02512
442,4/1/2014 13:56:00,40.7568,-73.9717,B02512
443,4/1/2014 13:57:00,40.7617,-73.9838,B02512
444,4/1/2014 13:57:00,40.774,-73.8728,B02512
445,4/1/2014 13:59:00,40.6919,-73.9966,B02512
446,4/1/2014 14:00:00,40.7754,-73.9905,B02512
447,4/1/2014 14:01:00,40.7515,-73.993,B02512
448,4/1/2014 14:02:00,40.7719,-73.9655,B02512
449,4/1/2014 14:03:00,40.7739,-73.8724,B02512
450,4/1/2014 14:03:00,40.6946,-74.1775,B02512
451,4/1/2014 14:04:00,40.7331,-73.9998,B02512
452,4/1/2014 14:05:00,40.7732,-73.8856,B02512
453,4/1/2014 14:06:00,40.7417,-73.9894,B02512
454,4/1/2014 14:08:00,40.7325,-74.0018,B02512
455,4/1/2014 14:11:00,40.764,-73.9685,B02512
456,4/1/2014 14:14:00,40.7577,-73.9723,B02512
457,4/1/2014 14:15:00,40.6953,-74.1783,B02512
458,4/1/2014 14:15:00,40.7572,-73.9841,B02512
459,4/1/2014 14:16:00,40.8056,-74.3923,B02512
460,4/1/2014 14:16:00,40.7595,-73.9736,B02512
461,4/1/2014 14:17:00,40.7853,-73.9556,B02512
462,4/1/2014 14:17:00,40.7853,-73.9556,B02512
463,4/1/2014 14:18:00,40.7244,-74.0007,B02512
464,4/1/2014 14:20:00,40.7196,-74.0006,B02512
465,4/1/2014 14:21:00,40.7691,-73.9812,B02512
